ClientName,NetAssets,EstablishedTime,Region,NumberOfFunds,service,flag
FAM,2336.35,1987,US,3,InvestmentServicing,N
FAM,2336.35,1987,US,3,Custody,N
FAM,2336.35,1987,US,3,ETFSolutionsCost,Y
FAM,2336.35,1987,US,3,FundAccounting,N
FAM,2336.35,1987,US,3,RiskAnalytics,Y
FAM,2336.35,1987,US,3,MultiAssetClassAnalytics,Y
FAM,2336.35,1987,US,3,DigitalExperience,N
FAM,2336.35,1987,US,3,PortfolioSolutions,N
FAM,2336.35,1987,US,3,FXServices,N
FAM,2336.35,1987,US,3,FinancingCollateralServices,Y
Shelton Capital Management,2326.83,1985,APAC,12,InvestmentServicing,N
Shelton Capital Management,2326.83,1985,APAC,12,Custody,N
Shelton Capital Management,2326.83,1985,APAC,12,ETFSolutionsCost,Y
Shelton Capital Management,2326.83,1985,APAC,12,FundAccounting,N
Shelton Capital Management,2326.83,1985,APAC,12,RiskAnalytics,Y
Shelton Capital Management,2326.83,1985,APAC,12,MultiAssetClassAnalytics,Y
Shelton Capital Management,2326.83,1985,APAC,12,DigitalExperience,N
Shelton Capital Management,2326.83,1985,APAC,12,PortfolioSolutions,N
Shelton Capital Management,2326.83,1985,APAC,12,FXServices,N
Shelton Capital Management,2326.83,1985,APAC,12,FinancingCollateralServices,Y
Thompson IM,2317.85,1992,APAC,3,InvestmentServicing,N
Thompson IM,2317.85,1992,APAC,3,Custody,N
Thompson IM,2317.85,1992,APAC,3,ETFSolutionsCost,Y
Thompson IM,2317.85,1992,APAC,3,FundAccounting,N
Thompson IM,2317.85,1992,APAC,3,RiskAnalytics,Y
Thompson IM,2317.85,1992,APAC,3,MultiAssetClassAnalytics,Y
Thompson IM,2317.85,1992,APAC,3,DigitalExperience,N
Thompson IM,2317.85,1992,APAC,3,PortfolioSolutions,N
Thompson IM,2317.85,1992,APAC,3,FXServices,N
Thompson IM,2317.85,1992,APAC,3,FinancingCollateralServices,Y
MFS Investment Management,2300.41,2021,APAC,1,InvestmentServicing,N
MFS Investment Management,2300.41,2021,APAC,1,Custody,N
MFS Investment Management,2300.41,2021,APAC,1,ETFSolutionsCost,Y
MFS Investment Management,2300.41,2021,APAC,1,FundAccounting,N
MFS Investment Management,2300.41,2021,APAC,1,RiskAnalytics,Y
MFS Investment Management,2300.41,2021,APAC,1,MultiAssetClassAnalytics,Y
MFS Investment Management,2300.41,2021,APAC,1,DigitalExperience,N
MFS Investment Management,2300.41,2021,APAC,1,PortfolioSolutions,N
MFS Investment Management,2300.41,2021,APAC,1,FXServices,N
MFS Investment Management,2300.41,2021,APAC,1,FinancingCollateralServices,Y
Clarkston Funds,2293.12,2015,APAC,3,InvestmentServicing,N
Clarkston Funds,2293.12,2015,APAC,3,Custody,N
Clarkston Funds,2293.12,2015,APAC,3,ETFSolutionsCost,Y
Clarkston Funds,2293.12,2015,APAC,3,FundAccounting,N
Clarkston Funds,2293.12,2015,APAC,3,RiskAnalytics,Y
Clarkston Funds,2293.12,2015,APAC,3,MultiAssetClassAnalytics,Y
Clarkston Funds,2293.12,2015,APAC,3,DigitalExperience,N
Clarkston Funds,2293.12,2015,APAC,3,PortfolioSolutions,N
Clarkston Funds,2293.12,2015,APAC,3,FXServices,N
Clarkston Funds,2293.12,2015,APAC,3,FinancingCollateralServices,Y
Sit,2286.82,1982,APAC,14,InvestmentServicing,N
Sit,2286.82,1982,APAC,14,Custody,N
Sit,2286.82,1982,APAC,14,ETFSolutionsCost,Y
Sit,2286.82,1982,APAC,14,FundAccounting,N
Sit,2286.82,1982,APAC,14,RiskAnalytics,Y
Sit,2286.82,1982,APAC,14,MultiAssetClassAnalytics,Y
Sit,2286.82,1982,APAC,14,DigitalExperience,N
Sit,2286.82,1982,APAC,14,PortfolioSolutions,N
Sit,2286.82,1982,APAC,14,FXServices,N
Sit,2286.82,1982,APAC,14,FinancingCollateralServices,Y
MFS Heritage Trust Co,2275.69,2021,APAC,1,InvestmentServicing,N
MFS Heritage Trust Co,2275.69,2021,APAC,1,Custody,N
MFS Heritage Trust Co,2275.69,2021,APAC,1,ETFSolutionsCost,Y
MFS Heritage Trust Co,2275.69,2021,APAC,1,FundAccounting,N
MFS Heritage Trust Co,2275.69,2021,APAC,1,RiskAnalytics,Y
MFS Heritage Trust Co,2275.69,2021,APAC,1,MultiAssetClassAnalytics,Y
MFS Heritage Trust Co,2275.69,2021,APAC,1,DigitalExperience,N
MFS Heritage Trust Co,2275.69,2021,APAC,1,PortfolioSolutions,N
MFS Heritage Trust Co,2275.69,2021,APAC,1,FXServices,N
MFS Heritage Trust Co,2275.69,2021,APAC,1,FinancingCollateralServices,Y
Praxis Mutual Funds,2262.38,1999,APAC,8,InvestmentServicing,N
Praxis Mutual Funds,2262.38,1999,APAC,8,Custody,N
Praxis Mutual Funds,2262.38,1999,APAC,8,ETFSolutionsCost,Y
Praxis Mutual Funds,2262.38,1999,APAC,8,FundAccounting,N
Praxis Mutual Funds,2262.38,1999,APAC,8,RiskAnalytics,Y
Praxis Mutual Funds,2262.38,1999,APAC,8,MultiAssetClassAnalytics,Y
Praxis Mutual Funds,2262.38,1999,APAC,8,DigitalExperience,N
Praxis Mutual Funds,2262.38,1999,APAC,8,PortfolioSolutions,N
Praxis Mutual Funds,2262.38,1999,APAC,8,FXServices,N
Praxis Mutual Funds,2262.38,1999,APAC,8,FinancingCollateralServices,Y
Vulcan Value Partners,2261.94,2009,APAC,2,InvestmentServicing,N
Vulcan Value Partners,2261.94,2009,APAC,2,Custody,N
Vulcan Value Partners,2261.94,2009,APAC,2,ETFSolutionsCost,N
Vulcan Value Partners,2261.94,2009,APAC,2,FundAccounting,N
Vulcan Value Partners,2261.94,2009,APAC,2,RiskAnalytics,Y
Vulcan Value Partners,2261.94,2009,APAC,2,MultiAssetClassAnalytics,Y
Vulcan Value Partners,2261.94,2009,APAC,2,DigitalExperience,N
Vulcan Value Partners,2261.94,2009,APAC,2,PortfolioSolutions,N
Vulcan Value Partners,2261.94,2009,APAC,2,FXServices,N
Vulcan Value Partners,2261.94,2009,APAC,2,FinancingCollateralServices,N
PNC Funds,2220.64,1994,APAC,8,InvestmentServicing,N
PNC Funds,2220.64,1994,APAC,8,Custody,N
PNC Funds,2220.64,1994,APAC,8,ETFSolutionsCost,N
PNC Funds,2220.64,1994,APAC,8,FundAccounting,N
PNC Funds,2220.64,1994,APAC,8,RiskAnalytics,Y
PNC Funds,2220.64,1994,APAC,8,MultiAssetClassAnalytics,Y
PNC Funds,2220.64,1994,APAC,8,DigitalExperience,N
PNC Funds,2220.64,1994,APAC,8,PortfolioSolutions,N
PNC Funds,2220.64,1994,APAC,8,FXServices,N
PNC Funds,2220.64,1994,APAC,8,FinancingCollateralServices,N
Sprott,2213.26,1998,APAC,4,InvestmentServicing,N
Sprott,2213.26,1998,APAC,4,Custody,N
Sprott,2213.26,1998,APAC,4,ETFSolutionsCost,N
Sprott,2213.26,1998,APAC,4,FundAccounting,N
Sprott,2213.26,1998,APAC,4,RiskAnalytics,Y
Sprott,2213.26,1998,APAC,4,MultiAssetClassAnalytics,Y
Sprott,2213.26,1998,APAC,4,DigitalExperience,N
Sprott,2213.26,1998,APAC,4,PortfolioSolutions,N
Sprott,2213.26,1998,APAC,4,FXServices,N
Sprott,2213.26,1998,APAC,4,FinancingCollateralServices,N
Symmetry Partners,2185.3,2018,APAC,8,InvestmentServicing,N
Symmetry Partners,2185.3,2018,APAC,8,Custody,N
Symmetry Partners,2185.3,2018,APAC,8,ETFSolutionsCost,N
Symmetry Partners,2185.3,2018,APAC,8,FundAccounting,N
Symmetry Partners,2185.3,2018,APAC,8,RiskAnalytics,Y
Symmetry Partners,2185.3,2018,APAC,8,MultiAssetClassAnalytics,Y
Symmetry Partners,2185.3,2018,APAC,8,DigitalExperience,N
Symmetry Partners,2185.3,2018,APAC,8,PortfolioSolutions,N
Symmetry Partners,2185.3,2018,APAC,8,FXServices,N
Symmetry Partners,2185.3,2018,APAC,8,FinancingCollateralServices,N
ProFunds,2170.72,1997,APAC,65,InvestmentServicing,N
ProFunds,2170.72,1997,APAC,65,Custody,N
ProFunds,2170.72,1997,APAC,65,ETFSolutionsCost,N
ProFunds,2170.72,1997,APAC,65,FundAccounting,N
ProFunds,2170.72,1997,APAC,65,RiskAnalytics,Y
ProFunds,2170.72,1997,APAC,65,MultiAssetClassAnalytics,Y
ProFunds,2170.72,1997,APAC,65,DigitalExperience,N
ProFunds,2170.72,1997,APAC,65,PortfolioSolutions,N
ProFunds,2170.72,1997,APAC,65,FXServices,N
ProFunds,2170.72,1997,APAC,65,FinancingCollateralServices,N
STONE RIDGE,2168.03,2013,APAC,4,InvestmentServicing,N
STONE RIDGE,2168.03,2013,APAC,4,Custody,N
STONE RIDGE,2168.03,2013,APAC,4,ETFSolutionsCost,N
STONE RIDGE,2168.03,2013,APAC,4,FundAccounting,N
STONE RIDGE,2168.03,2013,APAC,4,RiskAnalytics,Y
STONE RIDGE,2168.03,2013,APAC,4,MultiAssetClassAnalytics,Y
STONE RIDGE,2168.03,2013,APAC,4,DigitalExperience,N
STONE RIDGE,2168.03,2013,APAC,4,PortfolioSolutions,N
STONE RIDGE,2168.03,2013,APAC,4,FXServices,N
STONE RIDGE,2168.03,2013,APAC,4,FinancingCollateralServices,N
PartnerSelect,2148.43,1996,APAC,6,InvestmentServicing,N
PartnerSelect,2148.43,1996,APAC,6,Custody,N
PartnerSelect,2148.43,1996,APAC,6,ETFSolutionsCost,N
PartnerSelect,2148.43,1996,APAC,6,FundAccounting,N
PartnerSelect,2148.43,1996,APAC,6,RiskAnalytics,Y
PartnerSelect,2148.43,1996,APAC,6,MultiAssetClassAnalytics,Y
PartnerSelect,2148.43,1996,APAC,6,DigitalExperience,N
PartnerSelect,2148.43,1996,APAC,6,PortfolioSolutions,N
PartnerSelect,2148.43,1996,APAC,6,FXServices,N
PartnerSelect,2148.43,1996,APAC,6,FinancingCollateralServices,N
Brandes,2128.32,1997,APAC,8,InvestmentServicing,N
Brandes,2128.32,1997,APAC,8,Custody,N
Brandes,2128.32,1997,APAC,8,ETFSolutionsCost,N
Brandes,2128.32,1997,APAC,8,FundAccounting,N
Brandes,2128.32,1997,APAC,8,RiskAnalytics,Y
Brandes,2128.32,1997,APAC,8,MultiAssetClassAnalytics,Y
Brandes,2128.32,1997,APAC,8,DigitalExperience,N
Brandes,2128.32,1997,APAC,8,PortfolioSolutions,N
Brandes,2128.32,1997,APAC,8,FXServices,N
Brandes,2128.32,1997,APAC,8,FinancingCollateralServices,N
Kayne Anderson,2112.12,2004,APAC,3,InvestmentServicing,N
Kayne Anderson,2112.12,2004,APAC,3,Custody,N
Kayne Anderson,2112.12,2004,APAC,3,ETFSolutionsCost,N
Kayne Anderson,2112.12,2004,APAC,3,FundAccounting,N
Kayne Anderson,2112.12,2004,APAC,3,RiskAnalytics,Y
Kayne Anderson,2112.12,2004,APAC,3,MultiAssetClassAnalytics,Y
Kayne Anderson,2112.12,2004,APAC,3,DigitalExperience,N
Kayne Anderson,2112.12,2004,APAC,3,PortfolioSolutions,N
Kayne Anderson,2112.12,2004,APAC,3,FXServices,N
Kayne Anderson,2112.12,2004,APAC,3,FinancingCollateralServices,N
Congress,2062.02,1928,APAC,3,InvestmentServicing,N
Congress,2062.02,1928,APAC,3,Custody,N
Congress,2062.02,1928,APAC,3,ETFSolutionsCost,N
Congress,2062.02,1928,APAC,3,FundAccounting,N
Congress,2062.02,1928,APAC,3,RiskAnalytics,Y
Congress,2062.02,1928,APAC,3,MultiAssetClassAnalytics,Y
Congress,2062.02,1928,APAC,3,DigitalExperience,N
Congress,2062.02,1928,APAC,3,PortfolioSolutions,N
Congress,2062.02,1928,APAC,3,FXServices,N
Congress,2062.02,1928,APAC,3,FinancingCollateralServices,N
Seafarer Funds,2021.73,2012,APAC,2,InvestmentServicing,N
Seafarer Funds,2021.73,2012,APAC,2,Custody,N
Seafarer Funds,2021.73,2012,APAC,2,ETFSolutionsCost,N
Seafarer Funds,2021.73,2012,APAC,2,FundAccounting,N
Seafarer Funds,2021.73,2012,APAC,2,RiskAnalytics,Y
Seafarer Funds,2021.73,2012,APAC,2,MultiAssetClassAnalytics,Y
Seafarer Funds,2021.73,2012,APAC,2,DigitalExperience,N
Seafarer Funds,2021.73,2012,APAC,2,PortfolioSolutions,N
Seafarer Funds,2021.73,2012,APAC,2,FXServices,N
Seafarer Funds,2021.73,2012,APAC,2,FinancingCollateralServices,N
ICM Series Trust,1980.05,1989,APAC,1,InvestmentServicing,N
ICM Series Trust,1980.05,1989,APAC,1,Custody,N
ICM Series Trust,1980.05,1989,APAC,1,ETFSolutionsCost,N
ICM Series Trust,1980.05,1989,APAC,1,FundAccounting,N
ICM Series Trust,1980.05,1989,APAC,1,RiskAnalytics,Y
ICM Series Trust,1980.05,1989,APAC,1,MultiAssetClassAnalytics,Y
ICM Series Trust,1980.05,1989,APAC,1,DigitalExperience,N
ICM Series Trust,1980.05,1989,APAC,1,PortfolioSolutions,N
ICM Series Trust,1980.05,1989,APAC,1,FXServices,N
ICM Series Trust,1980.05,1989,APAC,1,FinancingCollateralServices,N
Timothy Plan,1876.93,1994,APAC,18,InvestmentServicing,N
Timothy Plan,1876.93,1994,APAC,18,Custody,N
Timothy Plan,1876.93,1994,APAC,18,ETFSolutionsCost,N
Timothy Plan,1876.93,1994,APAC,18,FundAccounting,N
Timothy Plan,1876.93,1994,APAC,18,RiskAnalytics,Y
Timothy Plan,1876.93,1994,APAC,18,MultiAssetClassAnalytics,Y
Timothy Plan,1876.93,1994,APAC,18,DigitalExperience,N
Timothy Plan,1876.93,1994,APAC,18,PortfolioSolutions,N
Timothy Plan,1876.93,1994,APAC,18,FXServices,N
Timothy Plan,1876.93,1994,APAC,18,FinancingCollateralServices,N
AlphaCentric Funds,1876.36,2015,APAC,8,InvestmentServicing,N
AlphaCentric Funds,1876.36,2015,APAC,8,Custody,N
AlphaCentric Funds,1876.36,2015,APAC,8,ETFSolutionsCost,N
AlphaCentric Funds,1876.36,2015,APAC,8,FundAccounting,N
AlphaCentric Funds,1876.36,2015,APAC,8,RiskAnalytics,Y
AlphaCentric Funds,1876.36,2015,APAC,8,MultiAssetClassAnalytics,Y
AlphaCentric Funds,1876.36,2015,APAC,8,DigitalExperience,N
AlphaCentric Funds,1876.36,2015,APAC,8,PortfolioSolutions,N
AlphaCentric Funds,1876.36,2015,APAC,8,FXServices,N
AlphaCentric Funds,1876.36,2015,APAC,8,FinancingCollateralServices,N
Reaves Asset Management,1866.07,2004,APAC,2,InvestmentServicing,N
Reaves Asset Management,1866.07,2004,APAC,2,Custody,N
Reaves Asset Management,1866.07,2004,APAC,2,ETFSolutionsCost,N
Reaves Asset Management,1866.07,2004,APAC,2,FundAccounting,N
Reaves Asset Management,1866.07,2004,APAC,2,RiskAnalytics,Y
Reaves Asset Management,1866.07,2004,APAC,2,MultiAssetClassAnalytics,Y
Reaves Asset Management,1866.07,2004,APAC,2,DigitalExperience,N
Reaves Asset Management,1866.07,2004,APAC,2,PortfolioSolutions,N
Reaves Asset Management,1866.07,2004,APAC,2,FXServices,N
Reaves Asset Management,1866.07,2004,APAC,2,FinancingCollateralServices,N
Cullen Funds Trust,1856.45,2003,EUR,6,InvestmentServicing,N
Cullen Funds Trust,1856.45,2003,EUR,6,Custody,N
Cullen Funds Trust,1856.45,2003,EUR,6,ETFSolutionsCost,N
Cullen Funds Trust,1856.45,2003,EUR,6,FundAccounting,N
Cullen Funds Trust,1856.45,2003,EUR,6,RiskAnalytics,Y
Cullen Funds Trust,1856.45,2003,EUR,6,MultiAssetClassAnalytics,Y
Cullen Funds Trust,1856.45,2003,EUR,6,DigitalExperience,N
Cullen Funds Trust,1856.45,2003,EUR,6,PortfolioSolutions,N
Cullen Funds Trust,1856.45,2003,EUR,6,FXServices,N
Cullen Funds Trust,1856.45,2003,EUR,6,FinancingCollateralServices,N
RiverNorth Funds,1854.33,2006,EUR,3,InvestmentServicing,N
RiverNorth Funds,1854.33,2006,EUR,3,Custody,N
RiverNorth Funds,1854.33,2006,EUR,3,ETFSolutionsCost,N
RiverNorth Funds,1854.33,2006,EUR,3,FundAccounting,N
RiverNorth Funds,1854.33,2006,EUR,3,RiskAnalytics,Y
RiverNorth Funds,1854.33,2006,EUR,3,MultiAssetClassAnalytics,Y
RiverNorth Funds,1854.33,2006,EUR,3,DigitalExperience,N
RiverNorth Funds,1854.33,2006,EUR,3,PortfolioSolutions,N
RiverNorth Funds,1854.33,2006,EUR,3,FXServices,N
RiverNorth Funds,1854.33,2006,EUR,3,FinancingCollateralServices,N
Aptus Capital Advisors,1844.36,2016,EUR,4,InvestmentServicing,N
Aptus Capital Advisors,1844.36,2016,EUR,4,Custody,N
Aptus Capital Advisors,1844.36,2016,EUR,4,ETFSolutionsCost,N
Aptus Capital Advisors,1844.36,2016,EUR,4,FundAccounting,N
Aptus Capital Advisors,1844.36,2016,EUR,4,RiskAnalytics,Y
Aptus Capital Advisors,1844.36,2016,EUR,4,MultiAssetClassAnalytics,Y
Aptus Capital Advisors,1844.36,2016,EUR,4,DigitalExperience,N
Aptus Capital Advisors,1844.36,2016,EUR,4,PortfolioSolutions,N
Aptus Capital Advisors,1844.36,2016,EUR,4,FXServices,N
Aptus Capital Advisors,1844.36,2016,EUR,4,FinancingCollateralServices,N
Miller Value Funds,1842.16,1999,EUR,2,InvestmentServicing,N
Miller Value Funds,1842.16,1999,EUR,2,Custody,N
Miller Value Funds,1842.16,1999,EUR,2,ETFSolutionsCost,N
Miller Value Funds,1842.16,1999,EUR,2,FundAccounting,N
Miller Value Funds,1842.16,1999,EUR,2,RiskAnalytics,Y
Miller Value Funds,1842.16,1999,EUR,2,MultiAssetClassAnalytics,Y
Miller Value Funds,1842.16,1999,EUR,2,DigitalExperience,N
Miller Value Funds,1842.16,1999,EUR,2,PortfolioSolutions,N
Miller Value Funds,1842.16,1999,EUR,2,FXServices,N
Miller Value Funds,1842.16,1999,EUR,2,FinancingCollateralServices,N
Arbitrage Fund,1842.09,2000,EUR,3,InvestmentServicing,N
Arbitrage Fund,1842.09,2000,EUR,3,Custody,N
Arbitrage Fund,1842.09,2000,EUR,3,ETFSolutionsCost,N
Arbitrage Fund,1842.09,2000,EUR,3,FundAccounting,N
Arbitrage Fund,1842.09,2000,EUR,3,RiskAnalytics,Y
Arbitrage Fund,1842.09,2000,EUR,3,MultiAssetClassAnalytics,Y
Arbitrage Fund,1842.09,2000,EUR,3,DigitalExperience,N
Arbitrage Fund,1842.09,2000,EUR,3,PortfolioSolutions,N
Arbitrage Fund,1842.09,2000,EUR,3,FXServices,N
Arbitrage Fund,1842.09,2000,EUR,3,FinancingCollateralServices,N
Trust for Credit Unions,1828.53,1991,EUR,2,InvestmentServicing,N
Trust for Credit Unions,1828.53,1991,EUR,2,Custody,N
Trust for Credit Unions,1828.53,1991,EUR,2,ETFSolutionsCost,N
Trust for Credit Unions,1828.53,1991,EUR,2,FundAccounting,N
Trust for Credit Unions,1828.53,1991,EUR,2,RiskAnalytics,Y
Trust for Credit Unions,1828.53,1991,EUR,2,MultiAssetClassAnalytics,Y
Trust for Credit Unions,1828.53,1991,EUR,2,DigitalExperience,N
Trust for Credit Unions,1828.53,1991,EUR,2,PortfolioSolutions,N
Trust for Credit Unions,1828.53,1991,EUR,2,FXServices,N
Trust for Credit Unions,1828.53,1991,EUR,2,FinancingCollateralServices,N
TD Asset Management,1812.36,2006,EUR,1,InvestmentServicing,N
TD Asset Management,1812.36,2006,EUR,1,Custody,N
TD Asset Management,1812.36,2006,EUR,1,ETFSolutionsCost,N
TD Asset Management,1812.36,2006,EUR,1,FundAccounting,N
TD Asset Management,1812.36,2006,EUR,1,RiskAnalytics,Y
TD Asset Management,1812.36,2006,EUR,1,MultiAssetClassAnalytics,Y
TD Asset Management,1812.36,2006,EUR,1,DigitalExperience,N
TD Asset Management,1812.36,2006,EUR,1,PortfolioSolutions,N
TD Asset Management,1812.36,2006,EUR,1,FXServices,N
TD Asset Management,1812.36,2006,EUR,1,FinancingCollateralServices,N
Flaherty & Crumrine,1808.06,1991,EUR,5,InvestmentServicing,N
Flaherty & Crumrine,1808.06,1991,EUR,5,Custody,N
Flaherty & Crumrine,1808.06,1991,EUR,5,ETFSolutionsCost,N
Flaherty & Crumrine,1808.06,1991,EUR,5,FundAccounting,N
Flaherty & Crumrine,1808.06,1991,EUR,5,RiskAnalytics,Y
Flaherty & Crumrine,1808.06,1991,EUR,5,MultiAssetClassAnalytics,Y
Flaherty & Crumrine,1808.06,1991,EUR,5,DigitalExperience,N
Flaherty & Crumrine,1808.06,1991,EUR,5,PortfolioSolutions,N
Flaherty & Crumrine,1808.06,1991,EUR,5,FXServices,N
Flaherty & Crumrine,1808.06,1991,EUR,5,FinancingCollateralServices,N
ALPS Advisors Inc,1801.84,1986,EUR,2,InvestmentServicing,N
ALPS Advisors Inc,1801.84,1986,EUR,2,Custody,N
ALPS Advisors Inc,1801.84,1986,EUR,2,ETFSolutionsCost,N
ALPS Advisors Inc,1801.84,1986,EUR,2,FundAccounting,N
ALPS Advisors Inc,1801.84,1986,EUR,2,RiskAnalytics,Y
ALPS Advisors Inc,1801.84,1986,EUR,2,MultiAssetClassAnalytics,Y
ALPS Advisors Inc,1801.84,1986,EUR,2,DigitalExperience,N
ALPS Advisors Inc,1801.84,1986,EUR,2,PortfolioSolutions,N
ALPS Advisors Inc,1801.84,1986,EUR,2,FXServices,N
ALPS Advisors Inc,1801.84,1986,EUR,2,FinancingCollateralServices,N
Shenkman Funds,1795.04,2012,EUR,2,InvestmentServicing,Y
Shenkman Funds,1795.04,2012,EUR,2,Custody,N
Shenkman Funds,1795.04,2012,EUR,2,ETFSolutionsCost,Y
Shenkman Funds,1795.04,2012,EUR,2,FundAccounting,N
Shenkman Funds,1795.04,2012,EUR,2,RiskAnalytics,N
Shenkman Funds,1795.04,2012,EUR,2,MultiAssetClassAnalytics,N
Shenkman Funds,1795.04,2012,EUR,2,DigitalExperience,N
Shenkman Funds,1795.04,2012,EUR,2,PortfolioSolutions,Y
Shenkman Funds,1795.04,2012,EUR,2,FXServices,N
Shenkman Funds,1795.04,2012,EUR,2,FinancingCollateralServices,N
Salient,1782.31,2001,EUR,6,InvestmentServicing,Y
Salient,1782.31,2001,EUR,6,Custody,N
Salient,1782.31,2001,EUR,6,ETFSolutionsCost,Y
Salient,1782.31,2001,EUR,6,FundAccounting,N
Salient,1782.31,2001,EUR,6,RiskAnalytics,N
Salient,1782.31,2001,EUR,6,MultiAssetClassAnalytics,N
Salient,1782.31,2001,EUR,6,DigitalExperience,N
Salient,1782.31,2001,EUR,6,PortfolioSolutions,Y
Salient,1782.31,2001,EUR,6,FXServices,N
Salient,1782.31,2001,EUR,6,FinancingCollateralServices,N
Dunham Funds,1779.54,2004,EUR,14,InvestmentServicing,Y
Dunham Funds,1779.54,2004,EUR,14,Custody,N
Dunham Funds,1779.54,2004,EUR,14,ETFSolutionsCost,Y
Dunham Funds,1779.54,2004,EUR,14,FundAccounting,N
Dunham Funds,1779.54,2004,EUR,14,RiskAnalytics,N
Dunham Funds,1779.54,2004,EUR,14,MultiAssetClassAnalytics,N
Dunham Funds,1779.54,2004,EUR,14,DigitalExperience,N
Dunham Funds,1779.54,2004,EUR,14,PortfolioSolutions,Y
Dunham Funds,1779.54,2004,EUR,14,FXServices,N
Dunham Funds,1779.54,2004,EUR,14,FinancingCollateralServices,N
Frontier Funds,1774.29,2011,EUR,6,InvestmentServicing,Y
Frontier Funds,1774.29,2011,EUR,6,Custody,N
Frontier Funds,1774.29,2011,EUR,6,ETFSolutionsCost,Y
Frontier Funds,1774.29,2011,EUR,6,FundAccounting,N
Frontier Funds,1774.29,2011,EUR,6,RiskAnalytics,N
Frontier Funds,1774.29,2011,EUR,6,MultiAssetClassAnalytics,N
Frontier Funds,1774.29,2011,EUR,6,DigitalExperience,N
Frontier Funds,1774.29,2011,EUR,6,PortfolioSolutions,Y
Frontier Funds,1774.29,2011,EUR,6,FXServices,N
Frontier Funds,1774.29,2011,EUR,6,FinancingCollateralServices,N
Infinity Q,1763.39,2014,EUR,1,InvestmentServicing,Y
Infinity Q,1763.39,2014,EUR,1,Custody,N
Infinity Q,1763.39,2014,EUR,1,ETFSolutionsCost,Y
Infinity Q,1763.39,2014,EUR,1,FundAccounting,N
Infinity Q,1763.39,2014,EUR,1,RiskAnalytics,N
Infinity Q,1763.39,2014,EUR,1,MultiAssetClassAnalytics,N
Infinity Q,1763.39,2014,EUR,1,DigitalExperience,N
Infinity Q,1763.39,2014,EUR,1,PortfolioSolutions,Y
Infinity Q,1763.39,2014,EUR,1,FXServices,N
Infinity Q,1763.39,2014,EUR,1,FinancingCollateralServices,N
Freedom Funds,1752.4,1987,EUR,1,InvestmentServicing,Y
Freedom Funds,1752.4,1987,EUR,1,Custody,N
Freedom Funds,1752.4,1987,EUR,1,ETFSolutionsCost,Y
Freedom Funds,1752.4,1987,EUR,1,FundAccounting,N
Freedom Funds,1752.4,1987,EUR,1,RiskAnalytics,N
Freedom Funds,1752.4,1987,EUR,1,MultiAssetClassAnalytics,N
Freedom Funds,1752.4,1987,EUR,1,DigitalExperience,N
Freedom Funds,1752.4,1987,EUR,1,PortfolioSolutions,Y
Freedom Funds,1752.4,1987,EUR,1,FXServices,N
Freedom Funds,1752.4,1987,EUR,1,FinancingCollateralServices,N
Independent Franchise Partners,1751.1,2011,EUR,1,InvestmentServicing,Y
Independent Franchise Partners,1751.1,2011,EUR,1,Custody,N
Independent Franchise Partners,1751.1,2011,EUR,1,ETFSolutionsCost,Y
Independent Franchise Partners,1751.1,2011,EUR,1,FundAccounting,N
Independent Franchise Partners,1751.1,2011,EUR,1,RiskAnalytics,N
Independent Franchise Partners,1751.1,2011,EUR,1,MultiAssetClassAnalytics,N
Independent Franchise Partners,1751.1,2011,EUR,1,DigitalExperience,N
Independent Franchise Partners,1751.1,2011,EUR,1,PortfolioSolutions,Y
Independent Franchise Partners,1751.1,2011,EUR,1,FXServices,N
Independent Franchise Partners,1751.1,2011,EUR,1,FinancingCollateralServices,N
Gotham,1749.97,2012,EUR,15,InvestmentServicing,Y
Gotham,1749.97,2012,EUR,15,Custody,N
Gotham,1749.97,2012,EUR,15,ETFSolutionsCost,Y
Gotham,1749.97,2012,EUR,15,FundAccounting,N
Gotham,1749.97,2012,EUR,15,RiskAnalytics,N
Gotham,1749.97,2012,EUR,15,MultiAssetClassAnalytics,N
Gotham,1749.97,2012,EUR,15,DigitalExperience,N
Gotham,1749.97,2012,EUR,15,PortfolioSolutions,Y
Gotham,1749.97,2012,EUR,15,FXServices,N
Gotham,1749.97,2012,EUR,15,FinancingCollateralServices,N
Cabana,1726.65,2020,EUR,8,InvestmentServicing,Y
Cabana,1726.65,2020,EUR,8,Custody,N
Cabana,1726.65,2020,EUR,8,ETFSolutionsCost,Y
Cabana,1726.65,2020,EUR,8,FundAccounting,N
Cabana,1726.65,2020,EUR,8,RiskAnalytics,N
Cabana,1726.65,2020,EUR,8,MultiAssetClassAnalytics,N
Cabana,1726.65,2020,EUR,8,DigitalExperience,N
Cabana,1726.65,2020,EUR,8,PortfolioSolutions,Y
Cabana,1726.65,2020,EUR,8,FXServices,N
Cabana,1726.65,2020,EUR,8,FinancingCollateralServices,N
Aristotle,1718.15,2012,EUR,6,InvestmentServicing,Y
Aristotle,1718.15,2012,EUR,6,Custody,N
Aristotle,1718.15,2012,EUR,6,ETFSolutionsCost,Y
Aristotle,1718.15,2012,EUR,6,FundAccounting,N
Aristotle,1718.15,2012,EUR,6,RiskAnalytics,N
Aristotle,1718.15,2012,EUR,6,MultiAssetClassAnalytics,N
Aristotle,1718.15,2012,EUR,6,DigitalExperience,N
